ToothParam//HookAngle,TopAngle,TangentialAngle,RadialAngle,BevelDirection,BevelTop,BevelFace,Feed_Rate,CutDepth,TopLength,FaceLength,SideLength,Runway,PlungeDepth,PlungeOffset,NoRounds,Pitch,ChipBreakDepth,ChipBreakOffset,ChamferLeft,ChamferRight,ChamferFlatWidth,ChamferHeightOffset||59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
59.330,47.430,12.620,75.290,-1,10.080,35.520,39.560,37.560,10.190,40.110,30.510,1.430,1,37.080,18.930,13.300,49.660,39.690,4.320
45.510,15.080,55.170,36.430,-1,20.370,11.720,39.340,41.640,40.270,28.240,15.520,2.120,0,40.260,5.650,28.650,20.790,23.040,1.380
45.510,15.080,55.170,36.430,-1,20.370,11.720,39.340,41.640,40.270,28.240,15.520,2.120,0,40.260,5.650,28.650,20.790,23.040,1.380
45.510,15.080,55.170,36.430,-1,20.370,11.720,39.340,41.640,40.270,28.240,15.520,2.120,0,40.260,5.650,28.650,20.790,23.040,1.380
45.510,15.080,55.170,36.430,-1,20.370,11.720,39.340,41.640,40.270,28.240,15.520,2.120,0,40.260,5.650,28.650,20.790,23.040,1.380
45.510,15.080,55.170,36.430,-1,20.370,11.720,39.340,41.640,40.270,28.240,15.520,2.120,0,40.260,5.650,28.650,20.790,23.040,1.380
45.510,15.080,55.170,36.430,-1,20.370,11.720,39.340,41.640,40.270,28.240,15.520,2.120,0,40.260,5.650,28.650,20.790,23.040,1.380
45.510,15.080,55.170,36.430,-1,20.370,11.720,39.340,41.640,40.270,28.240,15.520,2.120,0,40.260,5.650,28.650,20.790,23.040,1.380
45.510,15.080,55.170,36.430,-1,20.370,11.720,39.340,41.640,40.270,
